train/audio/8882/11438/8882_11438_001522.wav|701324|Si tú fuiste el primero y mas animoso en herir, cuando los dioses mataron á Thiasse, mis uñas y mis vencejos no te dejarán carecer de buenas advertencias|si tú fuiste el primero y más animoso en herir cuando los dioses mataron a fiase mis uñas y mis vencejos no te dejarán carecer de buenas advertencias|0.9668874172185432|15.902040816326531|27|8882|/srv/storage/idmctal@storage1.nancy.grid5000.fr/2023/m2/adrelingyte/data/spanish/cml_tts_dataset_spanish_v0.1/train/audio/8882/11438/8882_11438_001522.wav
train/audio/8882/11438/8882_11438_001165.wav|630764|estaba con Atle, habiendo perdido todos sus guerreros. Gudruna y él se comunicaban mutuamente sus penas; la hija de Giuke le cuenta su destino, y canta|estaba con atle habiendo perdido todos sus guerreros gudruna y el se comunicaban mutuamente sus penas la hija de hyuke le cuenta su destino y canta|0.979591836734694|14.30204081632653|25|8882|/srv/storage/idmctal@storage1.nancy.grid5000.fr/2023/m2/adrelingyte/data/spanish/cml_tts_dataset_spanish_v0.1/train/audio/8882/11438/8882_11438_001165.wav
train/audio/8882/11438/8882_11438_001039.wav|593084|los poemas de|los poemas de odin|0.7222222222222222|13.447619047619048|2|8882|/srv/storage/idmctal@storage1.nancy.grid5000.fr/2023/m2/adrelingyte/data/spanish/cml_tts_dataset_spanish_v0.1/train/audio/8882/11438/8882_11438_001039.wav
train/audio/8882/11438/8882_11438_001398.wav|641324|Una grande muchedumbre, compuesta de hombres y mujeres de todas edades le siguió, llevando consigo muchos objetos preciosos. En todos los paises que cruzaban|una gran muchedumbre compuesta de hombres y mujeres de todas las edades les siguió llevando consigo muchos objetos preciososen todos los países que cruzaban|0.9423076923076924|14.541496598639457|23|8882|/srv/storage/idmctal@storage1.nancy.grid5000.fr/2023/m2/adrelingyte/data/spanish/cml_tts_dataset_spanish_v0.1/train/audio/8882/11438/8882_11438_001398.wav
train/audio/8882/11438/8882_11438_000848.wav|709004|una helada muy rigurosa y vientos frios harán desaparecer el calor del sol. Este invierno se compondrá de tres invier nos iguales, que se sucederán sin verano|una helada muy rigurosa y vientos fríos parán desaparecer el calor del sol este invierno se compondrá de tres inviernos iguales que se sucederán sin verano|0.9807692307692308|16.076190476190476|26|8882|/srv/storage/idmctal@storage1.nancy.grid5000.fr/2023/m2/adrelingyte/data/spanish/cml_tts_dataset_spanish_v0.1/train/audio/8882/11438/8882_11438_000848.wav
train/audio/8882/11438/8882_11438_002573.wav|664844|este accidente causó su muerte. Entonces desapareció Odin, y Agnar fue, durante mucho tiempo, Rey de aquella tierra|este accidente causó su muerte entonces desapareció odin y agnar fue durante mucho tiempo rey de aquella tierra|1.0|15.07482993197279|17|8882|/srv/storage/idmctal@storage1.nancy.grid5000.fr/2023/m2/adrelingyte/data/spanish/cml_tts_dataset_spanish_v0.1/train/audio/8882/11438/8882_11438_002573.wav
train/audio/8882/11438/8882_11438_001936.wav|697004|BORÑIA. Ese jóven se llama Vilmund, es el amigo del cazador con azores. Durante cinco inviernos ocultó tan bien á su querida bajo el caliente lino, que mi padre no supo nada|bornia ese joven se llama vilmund es el amigo del cazador con asores durante cinco inviernos ocultó tan biena su querida bajo el caliente lino que mi padre no supo nada|0.970414201183432|15.80408163265306|31|8882|/srv/storage/idmctal@storage1.nancy.grid5000.fr/2023/m2/adrelingyte/data/spanish/cml_tts_dataset_spanish_v0.1/train/audio/8882/11438/8882_11438_001936.wav
train/audio/8882/11438/8882_11438_001067.wav|594284|Mas vale no hacer espedicion, que cometer demasiadas devastaciones. Tales son las runas que Odin grabó para los hombres en general|más vale no hacer expedición que cometer demasiadas devastacionestales son las runas que odín grabó para los hombres en general|0.9609375|13.474829931972788|20|8882|/srv/storage/idmctal@storage1.nancy.grid5000.fr/2023/m2/adrelingyte/data/spanish/cml_tts_dataset_spanish_v0.1/train/audio/8882/11438/8882_11438_001067.wav
train/audio/8882/11438/8882_11438_002630.wav|685484|encontrará, en medio de su flota, á Helge, este rey lento en la huida; frecuentemente ha dado pasto á las águilas, mientras tú abrazabas las esclavas en el molino|encontrará en medio de su flota a gelge este rey lento en la huida frecuentemente ha dado pasto a las águilas mientras tú abrazabas las esclavas en el molino|0.9808917197452228|15.542857142857144|28|8882|/srv/storage/idmctal@storage1.nancy.grid5000.fr/2023/m2/adrelingyte/data/spanish/cml_tts_dataset_spanish_v0.1/train/audio/8882/11438/8882_11438_002630.wav
train/audio/8882/11438/8882_11438_001407.wav|680684|propongo que uno de vosotros meta en prenda su mano en mi boca, para asegurarme de que todo pasará lealmente. Los Asios se miraron unos á otros|propongo que uno de vosotros meta en prenda su mano en mi boca para asegurarme de que todo pasará lealmente los acios se miraron unos a otros|0.9858156028368794|15.434013605442177|26|8882|/srv/storage/idmctal@storage1.nancy.grid5000.fr/2023/m2/adrelingyte/data/spanish/cml_tts_dataset_spanish_v0.1/train/audio/8882/11438/8882_11438_001407.wav
